,series_id,date_index,actuals
4647,N1795,01/09/1986,3150
4648,N1796,01/09/1986,1786
4649,N1797,01/09/1986,1524
4650,N1798,01/09/1986,8020
4651,N1799,01/09/1986,1134
4652,N1800,01/09/1986,3914
4653,N1801,01/09/1986,2486
4654,N1802,01/09/1986,4015
4655,N1803,01/09/1986,9200
4656,N1804,01/09/1986,3380
4657,N1805,01/09/1986,3980
4658,N1806,01/09/1986,5950
4659,N1807,01/09/1986,3910
4660,N1808,01/09/1986,3340
4661,N1809,01/09/1986,4000
4662,N1810,01/09/1986,4690
4663,N1811,01/09/1986,4510
4664,N1812,01/09/1986,5100
4665,N1813,01/09/1986,5060
4666,N1814,01/09/1986,4060
4667,N1815,01/09/1986,5220
4668,N1816,01/09/1986,4210
4669,N1817,01/09/1986,6940
4670,N1818,01/09/1986,4820
4671,N1819,01/09/1986,7740
4672,N1820,01/09/1986,3400
4673,N1821,01/09/1986,6110
4674,N1822,01/09/1986,4035
4675,N1823,01/09/1986,4140
4676,N1824,01/09/1986,9660
4677,N1825,01/09/1986,4920
4678,N1826,01/09/1986,6070
4679,N1827,01/09/1986,4450
4680,N1828,01/09/1986,4320
4681,N1829,01/09/1986,2920
4682,N1830,01/09/1986,4920
4683,N1831,01/09/1986,6085
4684,N1832,01/09/1986,2000
4685,N1833,01/09/1986,560
4686,N1834,01/09/1986,480
4687,N1835,01/09/1986,5350
4688,N1836,01/09/1986,1914
4689,N1837,01/09/1986,382
4690,N1838,01/09/1986,2520
4691,N1839,01/09/1986,755
4692,N1840,01/09/1986,890
4693,N1841,01/09/1986,1020
4694,N1842,01/09/1986,7280
4695,N1843,01/09/1986,2740
4696,N1844,01/09/1986,6460
4697,N1845,01/09/1986,6780
4698,N1846,01/09/1986,4605
4699,N1847,01/09/1986,5240
4700,N1848,01/09/1986,4090
4701,N1849,01/09/1986,7820
4702,N1850,01/09/1986,5420
4703,N1851,01/09/1986,5420
4704,N1852,01/09/1986,6400
4705,N1853,01/09/1986,4770
4706,N1854,01/09/1986,6040
4707,N1855,01/09/1986,6840
4708,N1856,01/09/1986,3920
4709,N1857,01/09/1986,2480
4710,N1858,01/09/1986,5840
4711,N1859,01/09/1986,7100
4712,N1860,01/09/1986,3480
4713,N1861,01/09/1986,4690
4714,N1862,01/09/1986,3620
4715,N1863,01/09/1986,4110
4716,N1864,01/09/1986,7160
4717,N1865,01/09/1986,5220
4718,N1866,01/09/1986,3170
4719,N1867,01/09/1986,2900
4720,N1868,01/09/1986,6900
4721,N1869,01/09/1986,7040
4722,N1870,01/09/1986,5500
4723,N1871,01/09/1986,6620
4724,N1872,01/09/1986,5320
4725,N1873,01/09/1986,4400
4726,N1874,01/09/1986,8140
4727,N1875,01/09/1986,3155
4728,N1679,01/10/1986,5680
4729,N1680,01/10/1986,4800
4730,N1681,01/10/1986,6960
4731,N1682,01/10/1986,4680
4732,N1683,01/10/1986,3340
4733,N1684,01/10/1986,5640
4734,N1685,01/10/1986,2730
4735,N1686,01/10/1986,5500
4736,N1687,01/10/1986,5660
4737,N1688,01/10/1986,7400
4738,N1689,01/10/1986,5440
4739,N1690,01/10/1986,3320
4740,N1691,01/10/1986,3900
4741,N1692,01/10/1986,3320
4742,N1693,01/10/1986,4160
4743,N1694,01/10/1986,4200
4744,N1695,01/10/1986,4350
4745,N1696,01/10/1986,4600
4746,N1697,01/10/1986,2520
4747,N1698,01/10/1986,2760
4748,N1699,01/10/1986,3460
4749,N1700,01/10/1986,7275
4750,N1701,01/10/1986,8304
4751,N1702,01/10/1986,5524
4752,N1703,01/10/1986,6082
4753,N1704,01/10/1986,6140
4754,N1705,01/10/1986,1724
4755,N1706,01/10/1986,3860
4756,N1707,01/10/1986,7400
4757,N1708,01/10/1986,2480
4758,N1709,01/10/1986,2510
4759,N1710,01/10/1986,3220
4760,N1711,01/10/1986,2980
4761,N1712,01/10/1986,3860
4762,N1713,01/10/1986,4280
4763,N1714,01/10/1986,1720
4764,N1715,01/10/1986,875
4765,N1716,01/10/1986,4040
4766,N1717,01/10/1986,2860
4767,N1718,01/10/1986,1520
4768,N1719,01/10/1986,3780
4769,N1720,01/10/1986,4600
4770,N1721,01/10/1986,4940
4771,N1722,01/10/1986,6650
4772,N1723,01/10/1986,4020
4773,N1724,01/10/1986,4280
4774,N1725,01/10/1986,3360
4775,N1726,01/10/1986,2780
4776,N1727,01/10/1986,2440
4777,N1728,01/10/1986,4540
4778,N1729,01/10/1986,7505
4779,N1730,01/10/1986,6470
4780,N1731,01/10/1986,3850
4781,N1732,01/10/1986,8390
4782,N1733,01/10/1986,5680
4783,N1734,01/10/1986,3890
4784,N1735,01/10/1986,5440
4785,N1736,01/10/1986,4020
4786,N1737,01/10/1986,7830
4787,N1738,01/10/1986,7020
4788,N1739,01/10/1986,4205
4789,N1740,01/10/1986,4666
4790,N1741,01/10/1986,7870
4791,N1742,01/10/1986,7760
4792,N1743,01/10/1986,7700
4793,N1744,01/10/1986,4180
4794,N1745,01/10/1986,3120
4795,N1746,01/10/1986,5260
4796,N1747,01/10/1986,5420
4797,N1748,01/10/1986,5110
4798,N1749,01/10/1986,2575
4799,N1750,01/10/1986,2680
4800,N1751,01/10/1986,3060
4801,N1752,01/10/1986,2740
4802,N1753,01/10/1986,4480
4803,N1754,01/10/1986,3520
4804,N1755,01/10/1986,2960
4805,N1756,01/10/1986,2800
4806,N1757,01/10/1986,3920
4807,N1758,01/10/1986,6340
4808,N1759,01/10/1986,4600
4809,N1760,01/10/1986,5860
4810,N1761,01/10/1986,4040
4811,N1762,01/10/1986,4060
4812,N1763,01/10/1986,3520
4813,N1764,01/10/1986,3360
4814,N1765,01/10/1986,9040
4815,N1766,01/10/1986,3780
4816,N1767,01/10/1986,7655
4817,N1768,01/10/1986,8870
4818,N1769,01/10/1986,5440
4819,N1770,01/10/1986,3680
4820,N1771,01/10/1986,5780
4821,N1772,01/10/1986,7220
4822,N1773,01/10/1986,6000
4823,N1774,01/10/1986,5280
4824,N1775,01/10/1986,5350
4825,N1776,01/10/1986,4460
4826,N1777,01/10/1986,5050
4827,N1778,01/10/1986,4160
4828,N1779,01/10/1986,4670
4829,N1780,01/10/1986,3655
4830,N1781,01/10/1986,3900
4831,N1782,01/10/1986,4200
4832,N1783,01/10/1986,9475
4833,N1784,01/10/1986,4000
4834,N1785,01/10/1986,4036
4835,N1786,01/10/1986,4440
4836,N1787,01/10/1986,4360
4837,N1788,01/10/1986,5820
4838,N1789,01/10/1986,3575
4839,N1790,01/10/1986,2295
4840,N1791,01/10/1986,2204
4841,N1792,01/10/1986,2660
4842,N1793,01/10/1986,3820
4843,N1794,01/10/1986,1650
4844,N1795,01/10/1986,1810
4845,N1796,01/10/1986,1450
4846,N1797,01/10/1986,1216
4847,N1798,01/10/1986,6260
4848,N1799,01/10/1986,1008
4849,N1800,01/10/1986,2381
4850,N1801,01/10/1986,2556
4851,N1802,01/10/1986,3035
4852,N1803,01/10/1986,6420
4853,N1804,01/10/1986,2950
4854,N1805,01/10/1986,4910
4855,N1806,01/10/1986,4955
4856,N1807,01/10/1986,3950
4857,N1808,01/10/1986,3050
4858,N1809,01/10/1986,4140
4859,N1810,01/10/1986,3770
4860,N1811,01/10/1986,3950
4861,N1812,01/10/1986,8230
4862,N1813,01/10/1986,4380
4863,N1814,01/10/1986,3320
4864,N1815,01/10/1986,5240
4865,N1816,01/10/1986,3610
4866,N1817,01/10/1986,5800
4867,N1818,01/10/1986,4620
4868,N1819,01/10/1986,7800
4869,N1820,01/10/1986,3370
4870,N1821,01/10/1986,5920
4871,N1822,01/10/1986,3665
4872,N1823,01/10/1986,3920
4873,N1824,01/10/1986,9000
4874,N1825,01/10/1986,4520
4875,N1826,01/10/1986,5470
4876,N1827,01/10/1986,3790
4877,N1828,01/10/1986,3620
4878,N1829,01/10/1986,3080
4879,N1830,01/10/1986,3760
4880,N1831,01/10/1986,6345
4881,N1832,01/10/1986,2020
4882,N1833,01/10/1986,730
4883,N1834,01/10/1986,425
4884,N1835,01/10/1986,5930
4885,N1836,01/10/1986,1762
4886,N1837,01/10/1986,352
4887,N1838,01/10/1986,2080
4888,N1839,01/10/1986,390
4889,N1840,01/10/1986,1230
4890,N1841,01/10/1986,740
4891,N1842,01/10/1986,6920
4892,N1843,01/10/1986,2250
4893,N1844,01/10/1986,6080
4894,N1845,01/10/1986,6520
4895,N1846,01/10/1986,4205
4896,N1847,01/10/1986,5060
4897,N1848,01/10/1986,3540
4898,N1849,01/10/1986,7500
4899,N1850,01/10/1986,4760
4900,N1851,01/10/1986,5000
4901,N1852,01/10/1986,6260
4902,N1853,01/10/1986,5000
4903,N1854,01/10/1986,6680
4904,N1855,01/10/1986,6480
4905,N1856,01/10/1986,3240
4906,N1857,01/10/1986,2590
4907,N1858,01/10/1986,5680
4908,N1859,01/10/1986,6980
4909,N1860,01/10/1986,3020
4910,N1861,01/10/1986,4250
4911,N1862,01/10/1986,3320
4912,N1863,01/10/1986,4330
4913,N1864,01/10/1986,7000
4914,N1865,01/10/1986,5150
4915,N1866,01/10/1986,2690
4916,N1867,01/10/1986,2780
4917,N1868,01/10/1986,5360
4918,N1869,01/10/1986,6960
4919,N1870,01/10/1986,5100
4920,N1871,01/10/1986,6480
4921,N1872,01/10/1986,5340
4922,N1873,01/10/1986,4380
4923,N1874,01/10/1986,8120
4924,N1875,01/10/1986,2745
4925,N1679,01/11/1986,5820
4926,N1680,01/11/1986,4340
4927,N1681,01/11/1986,9220
4928,N1682,01/11/1986,4700
4929,N1683,01/11/1986,3260
4930,N1684,01/11/1986,5260
4931,N1685,01/11/1986,2590
4932,N1686,01/11/1986,5720
4933,N1687,01/11/1986,4580
4934,N1688,01/11/1986,7820
4935,N1689,01/11/1986,5420
4936,N1690,01/11/1986,3500
4937,N1691,01/11/1986,3140
4938,N1692,01/11/1986,3340
4939,N1693,01/11/1986,4920
4940,N1694,01/11/1986,4010
4941,N1695,01/11/1986,5250
4942,N1696,01/11/1986,5250
4943,N1697,01/11/1986,2340
4944,N1698,01/11/1986,3030
4945,N1699,01/11/1986,3540
4946,N1700,01/11/1986,5080
4947,N1701,01/11/1986,7978
4948,N1702,01/11/1986,4478
4949,N1703,01/11/1986,4760
4950,N1704,01/11/1986,6600
4951,N1705,01/11/1986,1416
4952,N1706,01/11/1986,3420
4953,N1707,01/11/1986,6500
4954,N1708,01/11/1986,3380
4955,N1709,01/11/1986,2380
4956,N1710,01/11/1986,2000
4957,N1711,01/11/1986,2770
4958,N1712,01/11/1986,3760
4959,N1713,01/11/1986,4080
4960,N1714,01/11/1986,1420
4961,N1715,01/11/1986,990
4962,N1716,01/11/1986,3740
4963,N1717,01/11/1986,2580
4964,N1718,01/11/1986,1400
4965,N1719,01/11/1986,3460
4966,N1720,01/11/1986,4760
4967,N1721,01/11/1986,4880
4968,N1722,01/11/1986,6400
4969,N1723,01/11/1986,4260
4970,N1724,01/11/1986,4180
4971,N1725,01/11/1986,3480
4972,N1726,01/11/1986,2940
4973,N1727,01/11/1986,2340
4974,N1728,01/11/1986,4440
4975,N1729,01/11/1986,5745
4976,N1730,01/11/1986,5150
4977,N1731,01/11/1986,3520
4978,N1732,01/11/1986,7410
4979,N1733,01/11/1986,4270
4980,N1734,01/11/1986,3850
4981,N1735,01/11/1986,5235
4982,N1736,01/11/1986,4870
4983,N1737,01/11/1986,6085
4984,N1738,01/11/1986,7420
4985,N1739,01/11/1986,4180
4986,N1740,01/11/1986,5838
4987,N1741,01/11/1986,6840
4988,N1742,01/11/1986,7680
4989,N1743,01/11/1986,7270
4990,N1744,01/11/1986,5630
4991,N1745,01/11/1986,3490
4992,N1746,01/11/1986,5080
4993,N1747,01/11/1986,4880
4994,N1748,01/11/1986,4600
4995,N1749,01/11/1986,2390
4996,N1750,01/11/1986,5700
4997,N1751,01/11/1986,3400
4998,N1752,01/11/1986,2820
4999,N1753,01/11/1986,3760
5000,N1754,01/11/1986,3680
5001,N1755,01/11/1986,3180
5002,N1756,01/11/1986,3600
5003,N1757,01/11/1986,4340
5004,N1758,01/11/1986,5300
5005,N1759,01/11/1986,5200
5006,N1760,01/11/1986,5780
5007,N1761,01/11/1986,3920
5008,N1762,01/11/1986,4260
5009,N1763,01/11/1986,3550
5010,N1764,01/11/1986,3720
5011,N1765,01/11/1986,8780
5012,N1766,01/11/1986,3500
5013,N1767,01/11/1986,1925
5014,N1768,01/11/1986,9470
5015,N1769,01/11/1986,5200
5016,N1770,01/11/1986,2920
5017,N1771,01/11/1986,5760
5018,N1772,01/11/1986,6960
5019,N1773,01/11/1986,5820
5020,N1774,01/11/1986,5090
5021,N1775,01/11/1986,4540
5022,N1776,01/11/1986,4555
5023,N1777,01/11/1986,5070
5024,N1778,01/11/1986,3740
5025,N1779,01/11/1986,4110
5026,N1780,01/11/1986,2845
5027,N1781,01/11/1986,3470
5028,N1782,01/11/1986,4100
5029,N1783,01/11/1986,7445
5030,N1784,01/11/1986,4905
5031,N1785,01/11/1986,3082
5032,N1786,01/11/1986,3746
5033,N1787,01/11/1986,4360
5034,N1788,01/11/1986,4240
5035,N1789,01/11/1986,3950
5036,N1790,01/11/1986,2575
5037,N1791,01/11/1986,2496
5038,N1792,01/11/1986,3670
5039,N1793,01/11/1986,3900
5040,N1794,01/11/1986,1850
5041,N1795,01/11/1986,1770
5042,N1796,01/11/1986,1592
5043,N1797,01/11/1986,1542
5044,N1798,01/11/1986,7920
5045,N1799,01/11/1986,1262
5046,N1800,01/11/1986,2217
5047,N1801,01/11/1986,2664
5048,N1802,01/11/1986,2915
5049,N1803,01/11/1986,7560
5050,N1804,01/11/1986,2430
5051,N1805,01/11/1986,4320
5052,N1806,01/11/1986,6630
5053,N1807,01/11/1986,3720
5054,N1808,01/11/1986,2960
5055,N1809,01/11/1986,3800
5056,N1810,01/11/1986,3750
5057,N1811,01/11/1986,3740
5058,N1812,01/11/1986,4820
5059,N1813,01/11/1986,5360
5060,N1814,01/11/1986,5610
5061,N1815,01/11/1986,5460
5062,N1816,01/11/1986,3710
5063,N1817,01/11/1986,7180
5064,N1818,01/11/1986,4380
5065,N1819,01/11/1986,7920
5066,N1820,01/11/1986,2820
5067,N1821,01/11/1986,5930
5068,N1822,01/11/1986,3585
5069,N1823,01/11/1986,3940
5070,N1824,01/11/1986,8640
5071,N1825,01/11/1986,4520
5072,N1826,01/11/1986,6510
5073,N1827,01/11/1986,3920
5074,N1828,01/11/1986,3660
5075,N1829,01/11/1986,2420
5076,N1830,01/11/1986,5860
5077,N1831,01/11/1986,5915
5078,N1832,01/11/1986,2520
5079,N1833,01/11/1986,720
5080,N1834,01/11/1986,425
5081,N1835,01/11/1986,5100
5082,N1836,01/11/1986,1804
5083,N1837,01/11/1986,382
5084,N1838,01/11/1986,2360
5085,N1839,01/11/1986,355
5086,N1840,01/11/1986,1270
5087,N1841,01/11/1986,720
5088,N1842,01/11/1986,6440
5089,N1843,01/11/1986,3170
5090,N1844,01/11/1986,6540
5091,N1845,01/11/1986,6420
5092,N1846,01/11/1986,4395
5093,N1847,01/11/1986,4920
5094,N1848,01/11/1986,3930
5095,N1849,01/11/1986,8140
5096,N1850,01/11/1986,4780
5097,N1851,01/11/1986,4800
5098,N1852,01/11/1986,6130
5099,N1853,01/11/1986,4940
5100,N1854,01/11/1986,6360
5101,N1855,01/11/1986,6860
5102,N1856,01/11/1986,3760
5103,N1857,01/11/1986,2670
5104,N1858,01/11/1986,5500
5105,N1859,01/11/1986,6500
5106,N1860,01/11/1986,3180
5107,N1861,01/11/1986,4320
5108,N1862,01/11/1986,3520
5109,N1863,01/11/1986,4060
5110,N1864,01/11/1986,6900
5111,N1865,01/11/1986,5140
5112,N1866,01/11/1986,2530
5113,N1867,01/11/1986,2480
5114,N1868,01/11/1986,5820
5115,N1869,01/11/1986,6660
5116,N1870,01/11/1986,5520
5117,N1871,01/11/1986,6740
5118,N1872,01/11/1986,5150
5119,N1873,01/11/1986,4260
5120,N1874,01/11/1986,8120
5121,N1875,01/11/1986,2770
5122,N1679,01/12/1986,3280
5123,N1680,01/12/1986,4860
5124,N1681,01/12/1986,8500
5125,N1682,01/12/1986,5300
5126,N1683,01/12/1986,3320
5127,N1684,01/12/1986,4200
5128,N1685,01/12/1986,1870
5129,N1686,01/12/1986,3800
5130,N1687,01/12/1986,4440
5131,N1688,01/12/1986,6260
5132,N1689,01/12/1986,3760
5133,N1690,01/12/1986,3020
5134,N1691,01/12/1986,2080
5135,N1692,01/12/1986,1900
5136,N1693,01/12/1986,3180
5137,N1694,01/12/1986,4850
5138,N1695,01/12/1986,3450
5139,N1696,01/12/1986,3250
5140,N1697,01/12/1986,1220
5141,N1698,01/12/1986,1870
5142,N1699,01/12/1986,2080
5143,N1700,01/12/1986,3335
5144,N1701,01/12/1986,5638
5145,N1702,01/12/1986,2899
5146,N1703,01/12/1986,3574
5147,N1704,01/12/1986,3180
5148,N1705,01/12/1986,364
5149,N1706,01/12/1986,2760
5150,N1707,01/12/1986,5700
5151,N1708,01/12/1986,2680
5152,N1709,01/12/1986,1490
5153,N1710,01/12/1986,860
5154,N1711,01/12/1986,2560
5155,N1712,01/12/1986,3860
5156,N1713,01/12/1986,4100
5157,N1714,01/12/1986,1580
5158,N1715,01/12/1986,800
5159,N1716,01/12/1986,4080
5160,N1717,01/12/1986,2600
5161,N1718,01/12/1986,1790
5162,N1719,01/12/1986,2980
5163,N1720,01/12/1986,4420
5164,N1721,01/12/1986,5020
5165,N1722,01/12/1986,5650
5166,N1723,01/12/1986,3900
5167,N1724,01/12/1986,3820
5168,N1725,01/12/1986,2660
5169,N1726,01/12/1986,1780
5170,N1727,01/12/1986,2340
5171,N1728,01/12/1986,4040
5172,N1729,01/12/1986,5060
5173,N1730,01/12/1986,4580
5174,N1731,01/12/1986,1790
5175,N1732,01/12/1986,4070
5176,N1733,01/12/1986,3350
5177,N1734,01/12/1986,1990
5178,N1735,01/12/1986,4335
5179,N1736,01/12/1986,4190
5180,N1737,01/12/1986,6060
5181,N1738,01/12/1986,5400
5182,N1739,01/12/1986,3240
5183,N1740,01/12/1986,2414
5184,N1741,01/12/1986,3730
5185,N1742,01/12/1986,4900
5186,N1743,01/12/1986,2300
5187,N1744,01/12/1986,3170
5188,N1745,01/12/1986,3930
5189,N1746,01/12/1986,3360
5190,N1747,01/12/1986,3380
5191,N1748,01/12/1986,3150
5192,N1749,01/12/1986,1840
5193,N1750,01/12/1986,2140
5194,N1751,01/12/1986,2200
5195,N1752,01/12/1986,2620
5196,N1753,01/12/1986,3040
5197,N1754,01/12/1986,3380
5198,N1755,01/12/1986,2860
5199,N1756,01/12/1986,3160
5200,N1757,01/12/1986,2760
5201,N1758,01/12/1986,4560
5202,N1759,01/12/1986,4980
5203,N1760,01/12/1986,5220
5204,N1761,01/12/1986,3160
5205,N1762,01/12/1986,2900
5206,N1763,01/12/1986,3470
5207,N1764,01/12/1986,2340
5208,N1765,01/12/1986,8080
5209,N1766,01/12/1986,3000
5210,N1767,01/12/1986,4485
5211,N1768,01/12/1986,6590
5212,N1769,01/12/1986,4760
5213,N1770,01/12/1986,3360
5214,N1771,01/12/1986,6060
5215,N1772,01/12/1986,6880
5216,N1773,01/12/1986,5760
5217,N1774,01/12/1986,4670
5218,N1775,01/12/1986,3950
5219,N1776,01/12/1986,4310
5220,N1777,01/12/1986,4180
5221,N1778,01/12/1986,3630
5222,N1779,01/12/1986,2230
5223,N1780,01/12/1986,1855
5224,N1781,01/12/1986,2890
5225,N1782,01/12/1986,2640
5226,N1783,01/12/1986,5405
5227,N1784,01/12/1986,2840
5228,N1785,01/12/1986,2854
5229,N1786,01/12/1986,3082
5230,N1787,01/12/1986,4480
5231,N1788,01/12/1986,3140
5232,N1789,01/12/1986,2395
5233,N1790,01/12/1986,1490
5234,N1791,01/12/1986,1830
5235,N1792,01/12/1986,2530
5236,N1793,01/12/1986,1880
5237,N1794,01/12/1986,1590
5238,N1795,01/12/1986,1260
5239,N1796,01/12/1986,730
5240,N1797,01/12/1986,1180
5241,N1798,01/12/1986,6880
5242,N1799,01/12/1986,842
5243,N1800,01/12/1986,1595
5244,N1801,01/12/1986,1558
5245,N1802,01/12/1986,825
5246,N1803,01/12/1986,4160
5247,N1804,01/12/1986,2420
5248,N1805,01/12/1986,3380
5249,N1806,01/12/1986,3840
5250,N1807,01/12/1986,3070
5251,N1808,01/12/1986,2810
5252,N1809,01/12/1986,3060
5253,N1810,01/12/1986,3530
5254,N1811,01/12/1986,3680
5255,N1812,01/12/1986,4570
5256,N1813,01/12/1986,4080
5257,N1814,01/12/1986,3360
5258,N1815,01/12/1986,4800
5259,N1816,01/12/1986,2760
5260,N1817,01/12/1986,5760
5261,N1818,01/12/1986,4250
5262,N1819,01/12/1986,7660
5263,N1820,01/12/1986,2850
5264,N1821,01/12/1986,5570
5265,N1822,01/12/1986,2705
5266,N1823,01/12/1986,4500
5267,N1824,01/12/1986,8500
5268,N1825,01/12/1986,4440
5269,N1826,01/12/1986,4990
5270,N1827,01/12/1986,4210
5271,N1828,01/12/1986,3500
5272,N1829,01/12/1986,1760
5273,N1830,01/12/1986,5040
5274,N1831,01/12/1986,4170
5275,N1832,01/12/1986,2360
5276,N1833,01/12/1986,690
5277,N1834,01/12/1986,545
5278,N1835,01/12/1986,4145
5279,N1836,01/12/1986,998
5280,N1837,01/12/1986,436
5281,N1838,01/12/1986,2820
5282,N1839,01/12/1986,645
5283,N1840,01/12/1986,1200
5284,N1841,01/12/1986,1340
5285,N1842,01/12/1986,6240
5286,N1843,01/12/1986,2270
5287,N1844,01/12/1986,5500
5288,N1845,01/12/1986,6520
5289,N1846,01/12/1986,3505
5290,N1847,01/12/1986,4720
5291,N1848,01/12/1986,3690
5292,N1849,01/12/1986,8020
5293,N1850,01/12/1986,4620
5294,N1851,01/12/1986,4520
5295,N1852,01/12/1986,5940
5296,N1853,01/12/1986,4610
5297,N1854,01/12/1986,5580
5298,N1855,01/12/1986,6760
5299,N1856,01/12/1986,3240
5300,N1857,01/12/1986,2630
5301,N1858,01/12/1986,5980
5302,N1859,01/12/1986,6380
5303,N1860,01/12/1986,3000
5304,N1861,01/12/1986,4650
5305,N1862,01/12/1986,3580
5306,N1863,01/12/1986,4310
5307,N1864,01/12/1986,7640
5308,N1865,01/12/1986,5460
5309,N1866,01/12/1986,2390
5310,N1867,01/12/1986,2760
5311,N1868,01/12/1986,5500
5312,N1869,01/12/1986,6960
5313,N1870,01/12/1986,5120
5314,N1871,01/12/1986,7000
5315,N1872,01/12/1986,5360
5316,N1873,01/12/1986,4320
5317,N1874,01/12/1986,8020
5318,N1875,01/12/1986,3840
5319,N1679,01/01/1987,3000
5320,N1680,01/01/1987,2310
5321,N1681,01/01/1987,11960
5322,N1682,01/01/1987,4780
5323,N1683,01/01/1987,4080
5324,N1684,01/01/1987,4760
5325,N1685,01/01/1987,1890
5326,N1686,01/01/1987,3540
5327,N1687,01/01/1987,3620
5328,N1688,01/01/1987,5860
5329,N1689,01/01/1987,3040
5330,N1690,01/01/1987,2760
5331,N1691,01/01/1987,2520
5332,N1692,01/01/1987,2860
5333,N1693,01/01/1987,2400
5334,N1694,01/01/1987,2300
5335,N1695,01/01/1987,4950
5336,N1696,01/01/1987,1150
5337,N1697,01/01/1987,1480
5338,N1698,01/01/1987,2190
5339,N1699,01/01/1987,2320
5340,N1700,01/01/1987,2950
5341,N1701,01/01/1987,3744
5342,N1702,01/01/1987,2265
5343,N1703,01/01/1987,2438
5344,N1704,01/01/1987,3060
5345,N1705,01/01/1987,10500
5346,N1706,01/01/1987,2440
5347,N1707,01/01/1987,5600
5348,N1708,01/01/1987,2460
5349,N1709,01/01/1987,1680
5350,N1710,01/01/1987,1140
5351,N1711,01/01/1987,2570
5352,N1712,01/01/1987,3460
5353,N1713,01/01/1987,4040
5354,N1714,01/01/1987,1240
5355,N1715,01/01/1987,655
5356,N1716,01/01/1987,3800
5357,N1717,01/01/1987,2320
5358,N1718,01/01/1987,1490
5359,N1719,01/01/1987,3040
5360,N1720,01/01/1987,4560
5361,N1721,01/01/1987,4820
5362,N1722,01/01/1987,6850
5363,N1723,01/01/1987,3160
5364,N1724,01/01/1987,3720
5365,N1725,01/01/1987,2720
5366,N1726,01/01/1987,3000
5367,N1727,01/01/1987,2220
5368,N1728,01/01/1987,4120
5369,N1729,01/01/1987,3060
5370,N1730,01/01/1987,2640
5371,N1731,01/01/1987,1660
5372,N1732,01/01/1987,4110
5373,N1733,01/01/1987,2590
5374,N1734,01/01/1987,1890
5375,N1735,01/01/1987,2760
5376,N1736,01/01/1987,2060
5377,N1737,01/01/1987,3400
5378,N1738,01/01/1987,5040
5379,N1739,01/01/1987,2390
5380,N1740,01/01/1987,1646
5381,N1741,01/01/1987,4300
5382,N1742,01/01/1987,4230
5383,N1743,01/01/1987,7350
5384,N1744,01/01/1987,2570
5385,N1745,01/01/1987,2910
5386,N1746,01/01/1987,4500
5387,N1747,01/01/1987,2240
5388,N1748,01/01/1987,3540
5389,N1749,01/01/1987,2155
5390,N1750,01/01/1987,2040
5391,N1751,01/01/1987,1920
5392,N1752,01/01/1987,2480
5393,N1753,01/01/1987,3660
5394,N1754,01/01/1987,3160
5395,N1755,01/01/1987,2460
5396,N1756,01/01/1987,2720
5397,N1757,01/01/1987,3740
5398,N1758,01/01/1987,3900
5399,N1759,01/01/1987,4960
5400,N1760,01/01/1987,5080
5401,N1761,01/01/1987,3500
5402,N1762,01/01/1987,2560
5403,N1763,01/01/1987,3470
5404,N1764,01/01/1987,2760
5405,N1765,01/01/1987,6540
5406,N1766,01/01/1987,2720
5407,N1767,01/01/1987,1615
5408,N1768,01/01/1987,3970
5409,N1769,01/01/1987,4840
5410,N1770,01/01/1987,3020
5411,N1771,01/01/1987,5540
5412,N1772,01/01/1987,6400
5413,N1773,01/01/1987,4920
5414,N1774,01/01/1987,4250
5415,N1775,01/01/1987,3930
5416,N1776,01/01/1987,4230
5417,N1777,01/01/1987,5390
5418,N1778,01/01/1987,4000
5419,N1779,01/01/1987,2890
5420,N1780,01/01/1987,1900
5421,N1781,01/01/1987,2490
5422,N1782,01/01/1987,2000
5423,N1783,01/01/1987,4360
5424,N1784,01/01/1987,2400
5425,N1785,01/01/1987,1866
5426,N1786,01/01/1987,2250
5427,N1787,01/01/1987,4140
5428,N1788,01/01/1987,2260
5429,N1789,01/01/1987,1485
5430,N1790,01/01/1987,1360
5431,N1791,01/01/1987,1606
5432,N1792,01/01/1987,1900
5433,N1793,01/01/1987,1640
5434,N1794,01/01/1987,1030
5435,N1795,01/01/1987,1470
5436,N1796,01/01/1987,1042
5437,N1797,01/01/1987,1006
5438,N1798,01/01/1987,5520
5439,N1799,01/01/1987,890
5440,N1800,01/01/1987,1353
5441,N1801,01/01/1987,1344
5442,N1802,01/01/1987,760
5443,N1803,01/01/1987,2200
5444,N1804,01/01/1987,2350
5445,N1805,01/01/1987,3080
5446,N1806,01/01/1987,4200
5447,N1807,01/01/1987,2500
5448,N1808,01/01/1987,2670
5449,N1809,01/01/1987,3270
5450,N1810,01/01/1987,3760
5451,N1811,01/01/1987,3670
5452,N1812,01/01/1987,3880
5453,N1813,01/01/1987,5140
5454,N1814,01/01/1987,3120
5455,N1815,01/01/1987,4980
5456,N1816,01/01/1987,2710
5457,N1817,01/01/1987,5380
5458,N1818,01/01/1987,4230
5459,N1819,01/01/1987,7020
5460,N1820,01/01/1987,2780
5461,N1821,01/01/1987,5600
5462,N1822,01/01/1987,2800
5463,N1823,01/01/1987,3400
5464,N1824,01/01/1987,8420
5465,N1825,01/01/1987,4680
5466,N1826,01/01/1987,5240
5467,N1827,01/01/1987,3640
5468,N1828,01/01/1987,4000
5469,N1829,01/01/1987,1780
5470,N1830,01/01/1987,4900
